pid,title,amount,cat,status,days,is_default,is_featured,title_desc,image_limit,cat_limit,post_type,link_business_pkg,recurring_pkg,reg_desc_pkg,reg_fees_pkg,downgrade_pkg,sub_active,display_order,sub_units,sub_units_num,sub_num_trial_days,sub_num_trial_units,sub_units_num_times,google_analytics,sendtofriend,use_desc_limit,desc_limit,use_tag_limit,tag_limit,allow_vouchers,max_vouchers,has_upgrades,hide_related_tab,disable_coupon,allow_business_hours
41,"LEIS AAAA Attraction (FREE)OCC ",20.08,"Activities,Amateur Sports Clubs,Archery Shooting Ranges,Badminton Courts,Baseball Fields,Basketball Courts,Beach Volleyball Courts,Bicycle Paths,Bicycle Race Tracks,Billiard/Pool Locations,Boules/Bowls Places,Bowling Centers,Children Playgrounds,Climbing Mountains,Climbing Rocks,Climbing Walls,Cricket Fields,Curling Ice Fields,Dance Classes,Disc Golf Places,Fitness Centers (Gyms),Fitness &amp; Instruction,Lessons,Ballet/Barre Classes,Boot Camps,Boxing Clubs,Gymnastic Halls,Group Trainers,Personal Trainers,Pilates Classes,Yoga Classes,Football (AU) Fields,Football (US) Fields,Go-Kart Tracks,Golf Courses,Golf Courses (Miniature Golf),Golf Driving Ranges,Hang Gliding Locations,Horseback riding farm,Hot Air Balloon Locations,Ice Skating Rinks,Laser Tag Playgrounds,Martial Arts,Dojos/Clubs,Mountain Bike Trails,Nature - Hiking Trails,Paintball Playgrounds,Paragliding Stations,Roller Rinks,Inline Skate Tracks,Ropes Courses,Rugby Fields,Segway Stations,Shooting Ranges,Ski Jumps,Ski Lifts,Ski Piste (Run)",1,360,0,0,"LEIS <b>Attraction</b> (FREE <a href='/listing-packages' target='_blank'>Listings</a>) = max. 1 publish years before expire (<span id=""LEIS_Attraction_(FREE)"">0.00 EUR</span>) | Expire = deleted",1,10,gd_place,0,1,1,0,0,,41,D,1,,D,,0,1,1,600,1,100,0,0,1,0,1,1
